claim_id,dealer_id,vin,fleet_id,technician_id,filed_date,repair_date,claim_year,claim_month,claim_quarter,mileage_at_repair,vehicle_model,model_year,claim_type,symptom_reported,total_parts_cost,total_labor_hours,total_labor_cost,total_claim_amount,num_line_items,technician_narrative,status,risk_score,is_anomaly,anomaly_tier,anomaly_flags,days_to_warranty_end,prior_claims_on_vin,campaign_id,pre_authorized,submission_channel
WC-2023003614,DLR-019,3AKLHLDR8E1062,FLT-0013,DLR-019-TECH-07,2025-03-15,2025-03-09,2025,3,Q1,63482,Freightliner M2 112,2024,Emissions Warranty,Fan clutch not engaging,2523.89,4.6,575.0,3098.89,2,Cleaned and reinstalled NOx Sensor. Resealed DPF Filter Element. Verified repair and road tested.,Approved,40,N,,,1457,23,,N,Mobile App
WC-2023003615,DLR-018,3AKJHLDR6W1085,FLT-0009,DLR-018-TECH-09,2023-07-25,2023-07-18,2023,7,Q3,53362,Freightliner 108SD,2023,Extended Warranty,Overheating at idle,278.27,1.3,162.5,440.77,1,Recalibrated Thermostat Housing. Verified repair and road tested.,Under Review,39,N,,,1914,14,,N,API
WC-2023003616,DLR-018,3AKKHLDR5W1011,FLT-0034,DLR-018-TECH-12,2024-07-10,2024-07-07,2024,7,Q3,71164,Freightliner M2 112,2024,Policy Adjustment,Overheating at idle,4801.14,2.9,362.5,5163.64,2,Recalibrated Differential Assembly. Recalibrated Driveshaft U-Joint. Verified repair and road tested.,Rejected,31,N,,,806,14,,Y,API
WC-2023003617,DLR-007,3AKLHLDR8M1100,FLT-0036,DLR-007-TECH-02,2025-10-09,2025-10-07,2025,10,Q4,292388,Western Star 49X,2023,Campaign/Recall,Unusual noise from engine bay,2753.06,5.8,725.0,3478.06,2,Replaced Brake Caliper Assembly. Resealed DEF Dosing Unit. Verified repair and road tested.,Approved,35,N,,,321,21,CAMP-0007,N,PRISM Batch Upload
WC-2023003618,DLR-012,3AKJHLDR0S1094,FLT-0026,DLR-012-TECH-05,2023-10-07,2023-10-02,2023,10,Q4,52176,Freightliner M2 106,2022,Extended Warranty,ABS fault light,3818.71,5.9,737.5,4556.21,2,Diagnosed and replaced NOx Sensor. Resealed Transmission Control Module. Verified repair and road tested.,Escalated,24,N,,,784,24,,Y,API
WC-2023003619,DLR-017,3AKJGLDR5F1107,FLT-0030,DLR-017-TECH-06,2024-01-02,2023-12-31,2024,1,Q1,381066,Freightliner Cascadia,2023,Policy Adjustment,Battery not charging,5181.83,2.0,250.0,5431.83,2,Cleaned and reinstalled Cab Air Spring. Diagnosed and replaced Fuel Injector (each). Verified repair and road tested.,Escalated,31,N,,,633,19,,N,Mobile App
WC-2023003620,DLR-004,3AKKHLDR5E1048,FLT-0021,DLR-004-TECH-05,2025-01-13,2025-01-08,2025,1,Q1,213921,Western Star 47X,2023,Extended Warranty,ABS fault light,1964.64,3.4,425.0,2389.64,2,Inspected and repaired Fuel Injector (each). Replaced Brake Caliper Assembly. Verified repair and road tested.,Approved,20,N,,,225,12,,N,API
WC-2023003621,DLR-013,3AKLHLDR4A1034,FLT-0037,DLR-013-TECH-03,2025-03-07,2025-03-07,2025,3,Q1,423638,Freightliner Cascadia,2024,Extended Warranty,Overheating at idle,6417.07,5.1,637.5,7054.57,2,Inspected and repaired Clutch Assembly. Replaced Turbocharger Assembly. Verified repair and road tested.,Approved,67,Y,tier1_systematic,subtle_labor_inflation|subtle_parts_inflation|high_value_part_preference,1670,37,,Y,Mobile App
WC-2023003622,DLR-008,3AKJHLDR3U1087,FLT-0023,DLR-008-TECH-06,2024-11-25,2024-11-21,2024,11,Q4,271914,Freightliner M2 106,2023,Extended Warranty,Overheating at idle,6442.44,7.9,987.5,7429.94,3,Cleaned and reinstalled DEF Dosing Unit. Resealed Turbocharger Assembly. Replaced Intercooler. Verified repair and road tested.,Rejected,26,N,,,1434,19,,Y,PRISM Manual Entry
WC-2023003623,DLR-014,3AKLHLDR8V1054,FLT-0008,DLR-014-TECH-07,2023-10-05,2023-10-04,2023,10,Q4,19638,Freightliner M2 106,2023,Base Warranty,Unusual noise from engine bay,2020.15,3.8,475.0,2495.15,2,Recalibrated Wiring Harness - Engine. Inspected and repaired Door Latch Assembly. Verified repair and road tested.,Escalated,24,N,,,1733,17,,N,PRISM Manual Entry
WC-2023003624,DLR-016,3AKJGLDR7F1083,FLT-0013,DLR-016-TECH-05,2024-11-11,2024-11-06,2024,11,Q4,33120,Western Star 47X,2023,Goodwill,ABS fault light,4773.06,1.1,137.5,4910.56,1,Resealed Fuel Injector (each). Verified repair and road tested.,Rejected,33,N,,,1417,9,,N,Mobile App
WC-2023003625,DLR-013,3AKKGLDR8E1115,FLT-0029,DLR-013-TECH-04,2023-07-20,2023-07-20,2023,7,Q3,284286,Freightliner M2 106,2023,Emissions Warranty,DPF regeneration failure,1393.59,4.9,612.5,2006.09,2,Cleaned and reinstalled NOx Sensor. Recalibrated Coolant Pump. Verified repair and road tested.,Under Review,56,Y,tier1_systematic,subtle_labor_inflation|subtle_parts_inflation,1131,32,,N,PRISM Batch Upload
WC-2023003626,DLR-015,3AKKHLDR1U1061,FLT-0003,DLR-015-TECH-07,2023-05-18,2023-05-11,2023,5,Q2,227719,Freightliner M2 112,2024,Emissions Warranty,Electrical intermittent fault,1599.45,4.9,612.5,2211.95,3,Inspected and repaired Door Latch Assembly. Recalibrated Fuel Injector (each). Diagnosed and replaced NOx Sensor. Verified repair and road tested.,Escalated,5,N,,,1451,9,,N,PRISM Manual Entry
WC-2023003627,DLR-013,3AKKGLDR8E1115,FLT-0029,DLR-013-TECH-02,2025-03-21,2025-03-14,2025,3,Q1,275052,Freightliner M2 106,2023,Extended Warranty,DEF quality warning,206.07,1.9,237.5,443.57,1,Overhauled Door Latch Assembly. Verified repair and road tested.,Rejected,35,N,,,521,33,,N,API
WC-2023003628,DLR-010,3AKLGLDR2Y1157,FLT-0019,DLR-010-TECH-10,2025-08-01,2025-07-31,2025,8,Q3,64221,Western Star 47X,2023,Goodwill,AC not cooling,6417.1,7.9,987.5,7404.6,3,Inspected and repaired Alternator Assembly. Replaced ECM Module. Inspected and repaired Fan Clutch Assembly. Verified repair and road tested.,Under Review,10,N,,,1094,17,,Y,PRISM Batch Upload
WC-2023003629,DLR-016,3AKLGLDR7B1028,FLT-0025,DLR-016-TECH-08,2024-07-15,2024-07-14,2024,7,Q3,465010,Western Star 47X,2023,Base Warranty,DPF regeneration failure,7218.71,6.3,787.5,8006.21,3,Overhauled Differential Assembly. Overhauled Wiring Harness - Engine. Overhauled Coolant Pump. Verified repair and road tested.,Under Review,21,N,,,300,9,,Y,PRISM Batch Upload
WC-2023003630,DLR-016,3AKKGLDR2J1139,FLT-0039,DLR-016-TECH-01,2025-02-01,2025-01-30,2025,2,Q1,249620,Freightliner Cascadia,2024,Policy Adjustment,Check engine light on,2220.22,5.9,737.5,2957.72,2,Recalibrated Starter Motor. Overhauled Oil Cooler. Verified repair and road tested.,Under Review,16,N,,,772,10,,N,PRISM Batch Upload
WC-2023003631,DLR-008,3AKJGLDR4B1044,FLT-0038,DLR-008-TECH-03,2025-02-05,2025-02-03,2025,2,Q1,391669,Freightliner 108SD,2023,Goodwill,Loss of power under load,2510.41,2.1,262.5,2772.91,1,Resealed Clutch Assembly. Verified repair and road tested.,Under Review,22,N,,,127,17,,N,PRISM Manual Entry
WC-2023003632,DLR-003,3AKKGLDR8B1114,FLT-0003,DLR-003-TECH-05,2024-10-20,2024-10-20,2024,10,Q4,111990,Western Star 49X,2024,Extended Warranty,Transmission fault code,873.13,4.1,512.5,1385.63,2,Cleaned and reinstalled NOx Sensor. Resealed Door Latch Assembly. Verified repair and road tested.,Escalated,25,N,,,898,36,,N,PRISM Manual Entry
WC-2023003633,DLR-002,3AKKHLDR1C1197,FLT-0019,DLR-002-TECH-02,2024-04-21,2024-04-17,2024,4,Q2,46055,Freightliner Cascadia,2022,Goodwill,Fan clutch not engaging,1221.2,2.5,312.5,1533.7,1,Cleaned and reinstalled Brake Caliper Assembly. Verified repair and road tested.,Escalated,37,N,,,1174,38,,N,PRISM Manual Entry
WC-2023003634,DLR-015,3AKJGLDR8J1118,FLT-0015,DLR-015-TECH-03,2023-12-02,2023-11-30,2023,12,Q4,311201,Freightliner M2 112,2023,Emissions Warranty,Loss of power under load,2563.02,1.6,200.0,2763.02,1,Resealed SCR Catalyst. Verified repair and road tested.,Submitted,8,N,,,1660,10,,N,PRISM Manual Entry
WC-2023003635,DLR-009,3AKJGLDR4S1020,FLT-0002,DLR-009-TECH-03,2023-06-05,2023-05-29,2023,6,Q2,347229,Western Star 49X,2024,Extended Warranty,AC not cooling,1678.01,4.5,562.5,2240.51,3,Inspected and repaired Driveshaft U-Joint. Overhauled Alternator Assembly. Replaced Thermostat Housing. Verified repair and road tested.,Approved,38,N,,,2133,55,,N,PRISM Batch Upload
WC-2023003636,DLR-012,3AKKGLDR5N1077,FLT-0004,DLR-012-TECH-10,2025-10-03,2025-10-02,2025,10,Q4,88067,Freightliner M2 106,2022,Emissions Warranty,Brake warning indicator,3303.39,5.8,725.0,4028.39,3,Resealed NOx Sensor. Replaced Clutch Assembly. Cleaned and reinstalled Battery Disconnect Switch. Verified repair and road tested.,Escalated,37,N,,,-9,22,,Y,PRISM Batch Upload
WC-2023003637,DLR-003,3AKKGLDR4N1137,FLT-0039,DLR-003-TECH-09,2025-02-16,2025-02-16,2025,2,Q1,297101,Western Star 49X,2023,Goodwill,Electrical intermittent fault,635.5,2.5,312.5,948.0,2,Overhauled Thermostat Housing. Resealed Cab Air Spring. Verified repair and road tested.,Under Review,6,N,,,243,37,,N,API
WC-2023003638,DLR-016,3AKLHLDR0A1128,FLT-0002,DLR-016-TECH-08,2023-10-09,2023-10-03,2023,10,Q4,13234,Western Star 47X,2022,Extended Warranty,Excessive exhaust smoke,3800.71,6.8,850.0,4650.71,3,Inspected and repaired Starter Motor. Replaced Clutch Assembly. Diagnosed and replaced Fuel Filter Housing. Verified repair and road tested.,Approved,17,N,,,797,14,,Y,API
WC-2023003639,DLR-020,3AKLGLDR7E1194,FLT-0021,DLR-020-TECH-04,2025-02-28,2025-02-27,2025,2,Q1,175371,Freightliner Cascadia,2023,Goodwill,Transmission fault code,2147.36,1.8,225.0,2372.36,1,Cleaned and reinstalled High Pressure Fuel Pump. Verified repair and road tested.,Under Review,18,N,,,524,13,,N,API
WC-2023003640,DLR-001,3AKJGLDR3E1004,FLT-0016,DLR-001-TECH-05,2025-03-07,2025-03-03,2025,3,Q1,245149,Freightliner 108SD,2023,Extended Warranty,Overheating at idle,871.78,3.1,387.5,1259.28,1,Replaced Air Compressor. Verified repair and road tested.,Approved,37,N,,,253,21,,N,Mobile App
WC-2023003641,DLR-017,3AKLHLDR5T1110,FLT-0020,DLR-017-TECH-11,2023-07-23,2023-07-20,2023,7,Q3,248321,Freightliner M2 112,2023,Extended Warranty,Loss of power under load,3353.0,3.8,475.0,3828.0,1,Inspected and repaired Transmission Control Module. Verified repair and road tested.,Rejected,22,N,,,699,18,,N,API
WC-2023003642,DLR-011,3AKJHLDR7U1060,FLT-0010,DLR-011-TECH-02,2023-06-28,2023-06-21,2023,6,Q2,202351,Freightliner 114SD,2024,Extended Warranty,Unusual noise from engine bay,351.56,1.3,162.5,514.06,1,Inspected and repaired Cab Air Spring. Verified repair and road tested.,Submitted,40,N,,,1152,13,,N,PRISM Manual Entry
WC-2023003643,DLR-013,3AKKGLDR8E1115,FLT-0029,DLR-013-TECH-04,2023-09-08,2023-09-01,2023,9,Q3,264810,Freightliner M2 106,2023,Extended Warranty,Excessive exhaust smoke,847.04,3.7,462.5,1309.54,1,Recalibrated Fan Clutch Assembly. Verified repair and road tested.,Escalated,58,Y,tier1_systematic,subtle_labor_inflation|subtle_parts_inflation|no_pre_authorization,1081,34,,N,API
WC-2023003644,DLR-006,3AKLHLDR0N1067,FLT-0012,DLR-006-TECH-06,2025-11-08,2025-11-02,2025,11,Q4,155560,Freightliner Cascadia,2023,Extended Warranty,Vibration at highway speed,2585.45,2.1,262.5,2847.95,1,Replaced Clutch Assembly. Verified repair and road tested.,Escalated,15,N,,,1025,15,,N,PRISM Batch Upload
WC-2023003645,DLR-011,3AKKGLDR1G1180,FLT-0021,DLR-011-TECH-02,2024-12-24,2024-12-19,2024,12,Q4,47401,Western Star 47X,2023,Campaign/Recall,DPF regeneration failure,2781.53,5.5,687.5,3469.03,2,Cleaned and reinstalled Air Compressor. Diagnosed and replaced DPF Filter Element. Verified repair and road tested.,Submitted,11,N,,,117,8,CAMP-0006,N,PRISM Batch Upload
WC-2023003646,DLR-017,3AKJGLDR5F1107,FLT-0030,DLR-017-TECH-09,2024-05-04,2024-05-03,2024,5,Q2,378839,Freightliner Cascadia,2023,Extended Warranty,DEF quality warning,5100.32,7.8,975.0,6075.32,3,Cleaned and reinstalled Fan Clutch Assembly. Inspected and repaired Oil Cooler. Replaced Turbocharger Assembly. Verified repair and road tested.,Under Review,17,N,,,510,20,,Y,Mobile App
WC-2023003647,DLR-002,3AKJGLDR1W1127,FLT-0001,DLR-002-TECH-14,2025-07-27,2025-07-26,2025,7,Q3,187600,Freightliner 114SD,2024,Policy Adjustment,AC not cooling,3033.0,5.3,662.5,3695.5,2,Diagnosed and replaced Fan Clutch Assembly. Replaced High Pressure Fuel Pump. Verified repair and road tested.,Approved,10,N,,,660,48,,N,PRISM Manual Entry
WC-2023003648,DLR-009,3AKJGLDR7Q1082,FLT-0016,DLR-009-TECH-04,2025-05-23,2025-05-18,2025,5,Q2,384985,Western Star 47X,2022,Extended Warranty,ABS fault light,1657.95,3.7,462.5,2120.45,1,Overhauled Radiator Assembly. Verified repair and road tested.,Escalated,10,N,,,102,73,,N,PRISM Batch Upload
WC-2023003649,DLR-020,3AKLGLDR1A1171,FLT-0004,DLR-020-TECH-08,2023-06-06,2023-06-06,2023,6,Q2,191200,Western Star 49X,2024,Goodwill,ABS fault light,3807.24,6.8,850.0,4657.24,3,Cleaned and reinstalled Cab Air Spring. Resealed Air Compressor. Overhauled Clutch Assembly. Verified repair and road tested.,Escalated,38,N,,,1420,18,,N,Mobile App
WC-2023003650,DLR-005,3AKLGLDR6N1052,FLT-0002,DLR-005-TECH-02,2024-03-24,2024-03-21,2024,3,Q1,383343,Freightliner Cascadia,2022,Extended Warranty,Fuel economy degradation,1229.19,2.7,337.5,1566.69,1,Diagnosed and replaced Brake Caliper Assembly. Verified repair and road tested.,Approved,38,N,,,565,7,,N,API
WC-2023003651,DLR-016,3AKKHLDR3J1101,FLT-0013,DLR-016-TECH-03,2023-09-02,2023-09-02,2023,9,Q3,268618,Western Star 49X,2024,Base Warranty,Check engine light on,3867.22,8.0,1000.0,4867.22,3,Cleaned and reinstalled Wiring Harness - Engine. Inspected and repaired Fan Clutch Assembly. Inspected and repaired Brake Caliper Assembly. Verified repair and road tested.,Escalated,34,N,,,1435,9,,Y,API
WC-2023003652,DLR-015,3AKJGLDR8J1118,FLT-0015,DLR-015-TECH-03,2023-08-14,2023-08-12,2023,8,Q3,306153,Freightliner M2 112,2023,Goodwill,Coolant leak detected,1794.63,3.7,462.5,2257.13,1,Recalibrated Radiator Assembly. Verified repair and road tested.,Escalated,3,N,,,1770,11,,N,PRISM Batch Upload
WC-2023003653,DLR-015,3AKLGLDR5W1090,FLT-0014,DLR-015-TECH-01,2023-01-18,2023-01-12,2023,1,Q1,419253,Freightliner M2 112,2024,Extended Warranty,DPF regeneration failure,3796.39,6.1,762.5,4558.89,2,Recalibrated Transmission Control Module. Replaced Coolant Pump. Verified repair and road tested.,Rejected,29,N,,,1318,8,,Y,PRISM Manual Entry
WC-2023003654,DLR-003,3AKJHLDR0G1132,FLT-0018,DLR-003-TECH-08,2025-10-28,2025-10-23,2025,10,Q4,82110,Freightliner Cascadia,2021,Extended Warranty,AC not cooling,3890.74,5.2,650.0,4540.74,2,Overhauled Clutch Assembly. Resealed DEF Dosing Unit. Verified repair and road tested.,Approved,40,N,,,-366,31,,Y,Mobile App
WC-2023003655,DLR-010,3AKKGLDR4L1031,FLT-0002,DLR-010-TECH-11,2025-12-26,2025-12-26,2025,12,Q4,236776,Western Star 47X,2023,Policy Adjustment,Turbo boost pressure low,1344.75,4.3,537.5,1882.25,2,Resealed Slack Adjuster. Inspected and repaired Brake Caliper Assembly. Verified repair and road tested.,Under Review,26,N,,,944,15,,N,PRISM Manual Entry
WC-2023003656,DLR-012,3AKKHLDR0U1074,FLT-0005,DLR-012-TECH-03,2024-08-14,2024-08-14,2024,8,Q3,404541,Western Star 49X,2023,Base Warranty,ABS fault light,2146.11,3.1,387.5,2533.61,2,Replaced DPF Filter Element. Recalibrated Driveshaft U-Joint. Verified repair and road tested.,Approved,27,N,,,712,23,,N,API
WC-2023003657,DLR-019,3AKJHLDR8O1112,FLT-0035,DLR-019-TECH-03,2024-08-13,2024-08-10,2024,8,Q3,64285,Freightliner Cascadia,2024,Emissions Warranty,AC not cooling,3829.8,5.2,650.0,4479.8,3,Overhauled Driveshaft U-Joint. Replaced Fan Clutch Assembly. Replaced SCR Catalyst. Verified repair and road tested.,Approved,38,N,,,1010,23,,Y,PRISM Batch Upload
WC-2023003658,DLR-012,3AKLGLDR6A1056,FLT-0005,DLR-012-TECH-09,2023-07-24,2023-07-19,2023,7,Q3,306761,Freightliner 114SD,2024,Base Warranty,Transmission fault code,1660.01,4.0,500.0,2160.01,1,Resealed Radiator Assembly. Verified repair and road tested.,Approved,9,N,,,1558,15,,N,API
WC-2023003659,DLR-013,3AKLGLDR7L1081,FLT-0037,DLR-013-TECH-01,2024-09-06,2024-09-01,2024,9,Q3,265703,Freightliner M2 106,2023,Goodwill,Fuel economy degradation,6881.74,7.7,962.5,7844.24,3,Overhauled Cab Air Spring. Resealed Radiator Assembly. Resealed Differential Assembly. Verified repair and road tested.,Escalated,27,N,,,368,39,,Y,API
WC-2023003660,DLR-020,3AKLHLDR9J1097,FLT-0020,DLR-020-TECH-01,2024-06-06,2024-05-31,2024,6,Q2,341364,Freightliner M2 112,2023,Base Warranty,Overheating at idle,8668.53,4.6,575.0,9243.53,2,Resealed Differential Assembly. Cleaned and reinstalled Turbocharger Assembly. Verified repair and road tested.,Rejected,37,N,,,872,20,,Y,PRISM Batch Upload
WC-2023003661,DLR-019,3AKLHLDR8E1062,FLT-0013,DLR-019-TECH-01,2025-04-23,2025-04-18,2025,4,Q2,37262,Freightliner M2 112,2024,Extended Warranty,Fuel economy degradation,2039.71,7.3,912.5,2952.21,3,Inspected and repaired Brake Caliper Assembly. Overhauled Fuel Injector (each). Recalibrated Slack Adjuster. Verified repair and road tested.,Rejected,68,Y,tier2_rogue_tech,tech_labor_inflation|repeat_repair_same_vin|photo_reuse,1418,24,,N,PRISM Manual Entry
WC-2023003662,DLR-001,3AKLGLDR4R1024,FLT-0039,DLR-001-TECH-12,2024-10-11,2024-10-06,2024,10,Q4,446047,Freightliner Cascadia,2022,Goodwill,Excessive exhaust smoke,5298.55,4.2,525.0,5823.55,3,Recalibrated Fuel Injector (each). Inspected and repaired Driveshaft U-Joint. Cleaned and reinstalled Brake Caliper Assembly. Verified repair and road tested.,Approved,25,N,,,-242,16,,N,API
WC-2023003663,DLR-004,3AKLGLDR8F1147,FLT-0011,DLR-004-TECH-01,2025-12-08,2025-12-07,2025,12,Q4,407496,Western Star 47X,2022,Extended Warranty,Fan clutch not engaging,4556.26,7.4,925.0,5481.26,3,Replaced Intercooler. Diagnosed and replaced SCR Catalyst. Inspected and repaired Slack Adjuster. Verified repair and road tested.,Escalated,14,N,,,-466,11,,Y,PRISM Manual Entry
WC-2023003664,DLR-013,3AKKGLDR7D1145,FLT-0030,DLR-013-TECH-02,2023-06-13,2023-06-09,2023,6,Q2,78574,Freightliner M2 106,2023,Policy Adjustment,Electrical intermittent fault,2494.75,3.7,462.5,2957.25,2,Resealed Coolant Pump. Recalibrated Wiring Harness - Engine. Verified repair and road tested.,Rejected,3,N,,,1823,29,,N,API
WC-2023003665,DLR-007,3AKLHLDR8M1100,FLT-0036,DLR-007-TECH-09,2025-01-27,2025-01-27,2025,1,Q1,297870,Western Star 49X,2023,Policy Adjustment,Battery not charging,9654.67,6.8,850.0,10504.67,3,Overhauled Clutch Assembly. Cleaned and reinstalled Transmission Control Module. Replaced Fuel Injector (each). Verified repair and road tested.,Under Review,16,N,,,576,22,,Y,PRISM Manual Entry
WC-2023003666,DLR-002,3AKJHLDR5M1174,FLT-0001,DLR-002-TECH-10,2025-03-08,2025-03-08,2025,3,Q1,395477,Freightliner Cascadia,2021,Policy Adjustment,DEF quality warning,1384.33,4.1,512.5,1896.83,2,Replaced Alternator Assembly. Replaced Fuel Filter Housing. Verified repair and road tested.,Rejected,35,N,,,446,36,,N,API
WC-2023003667,DLR-010,3AKKGLDR4L1031,FLT-0002,DLR-010-TECH-07,2025-07-14,2025-07-07,2025,7,Q3,234029,Western Star 47X,2023,Goodwill,Vibration at highway speed,2448.22,5.7,712.5,3160.72,2,Diagnosed and replaced Coolant Pump. Inspected and repaired Radiator Assembly. Verified repair and road tested.,Escalated,12,N,,,1109,16,,N,Mobile App
WC-2023003668,DLR-005,3AKKHLDR8I1026,FLT-0005,DLR-005-TECH-02,2024-09-08,2024-09-02,2024,9,Q3,348547,Western Star 47X,2023,Emissions Warranty,Fuel economy degradation,3893.47,6.1,762.5,4655.97,3,Inspected and repaired Cab Air Spring. Resealed DEF Dosing Unit. Diagnosed and replaced High Pressure Fuel Pump. Verified repair and road tested.,Submitted,7,N,,,1307,17,,Y,Mobile App
WC-2023003669,DLR-014,3AKJHLDR1Q1175,FLT-0021,DLR-014-TECH-04,2025-10-18,2025-10-18,2025,10,Q4,225879,Freightliner Cascadia,2024,Base Warranty,Unusual noise from engine bay,5733.28,7.0,875.0,6608.28,3,Recalibrated Transmission Control Module. Overhauled Fuel Injector (each). Overhauled Wiring Harness - Engine. Verified repair and road tested.,Under Review,27,N,,,159,14,,Y,Mobile App
WC-2023003670,DLR-016,3AKLGLDR2J1073,FLT-0039,DLR-016-TECH-04,2023-07-04,2023-07-01,2023,7,Q3,316919,Freightliner Cascadia,2022,Emissions Warranty,Fuel economy degradation,4734.56,5.9,737.5,5472.06,2,Overhauled SCR Catalyst. Replaced Radiator Assembly. Verified repair and road tested.,Submitted,38,N,,,421,11,,Y,PRISM Batch Upload
WC-2023003671,DLR-001,3AKKGLDR6W1099,FLT-0029,DLR-001-TECH-05,2024-01-04,2023-12-31,2024,1,Q1,376740,Freightliner Cascadia,2024,Extended Warranty,Unusual noise from engine bay,4800.74,6.5,812.5,5613.24,3,Recalibrated Coolant Pump. Replaced DEF Dosing Unit. Diagnosed and replaced SCR Catalyst. Verified repair and road tested.,Under Review,19,N,,,2000,28,,Y,PRISM Manual Entry
WC-2023003672,DLR-006,3AKLGLDR1G1084,FLT-0012,DLR-006-TECH-06,2023-02-27,2023-02-26,2023,2,Q1,288058,Freightliner M2 106,2022,Policy Adjustment,Brake warning indicator,3717.29,8.4,1050.0,4767.29,3,Resealed Fuel Filter Housing. Inspected and repaired ABS Sensor. Cleaned and reinstalled Transmission Control Module. Verified repair and road tested.,Under Review,31,N,,,756,21,,Y,PRISM Batch Upload
WC-2023003673,DLR-008,3AKJGLDR7U1167,FLT-0032,DLR-008-TECH-03,2025-02-04,2025-02-04,2025,2,Q1,173086,Freightliner 108SD,2023,Policy Adjustment,AC not cooling,322.89,1.6,200.0,522.89,1,Resealed Fuel Filter Housing. Verified repair and road tested.,Submitted,12,N,,,620,22,,N,PRISM Manual Entry
WC-2023003674,DLR-011,3AKKHLDR9E1064,FLT-0007,DLR-011-TECH-01,2025-05-25,2025-05-19,2025,5,Q2,154912,Freightliner Cascadia,2022,Policy Adjustment,Fan clutch not engaging,3525.87,4.4,550.0,4075.87,2,Overhauled Turbocharger Assembly. Diagnosed and replaced Fuel Filter Housing. Verified repair and road tested.,Approved,33,N,,,40,14,,Y,PRISM Manual Entry
WC-2023003675,DLR-004,3AKJHLDR6S1192,FLT-0034,DLR-004-TECH-01,2023-08-16,2023-08-09,2023,8,Q3,89663,Freightliner 108SD,2023,Emissions Warranty,Coolant leak detected,3084.89,4.8,600.0,3684.89,3,Overhauled Slack Adjuster. Diagnosed and replaced SCR Catalyst. Replaced Battery Disconnect Switch. Verified repair and road tested.,Escalated,12,N,,,599,10,,Y,PRISM Manual Entry
